age,monthly_salary,monthly_expenses,current_savings,dependents,risk_tolerance,expected_return,inflation_rate,retirement_goal_age,goal_type,target_corpus,risk_label
28,165987,78421,4729910,5,Medium,8.687543224621157,4.353772508203669,49,Aggressive,57573795.806873746,Low
32,40649,18671,1294568,1,Low,13.71124000636931,7.046857766855421,63,Normal,46246669.907777645,Low
35,280842,110433,3115012,0,Low,12.427979075260744,6.264189355217778,67,Normal,231527188.28232038,Medium
29,267760,204511,1385035,0,Low,12.005110887838857,7.983675422602493,45,Aggressive,209685120.426327,High
57,120119,35799,2043415,3,High,7.888593030038998,7.019858184788692,68,Luxury,22651670.345688667,Medium
58,216411,67499,214468,1,High,8.456010575967102,4.048469182695325,65,Luxury,26734277.928496078,High
26,60043,31861,2534831,1,High,11.042876667308658,5.432081931171206,45,Luxury,26113406.190093398,Low
27,256875,47401,291690,4,Low,10.117201998693218,6.911404828041315,58,Normal,112889586.63041544,High
22,160228,50430,923950,1,Medium,13.244239030639022,4.318829626618351,58,Normal,69321449.98014706,High
47,73199,31953,514873,0,Medium,9.517747161832926,4.872366179640215,52,Normal,12160130.297288598,Medium
33,29337,23303,1393006,3,Medium,6.033911873929802,7.574445151236207,66,Luxury,77791810.04293941,Low
45,29098,12717,329984,1,High,13.126823329916204,5.271133338191197,64,Luxury,10124710.12635279,Medium
36,97332,68545,2738359,5,High,12.914407450214615,6.208118157853686,55,Normal,64579339.57084572,Low
57,23251,16102,722271,5,Low,13.044060946000709,6.958481716096157,68,Aggressive,10124383.81813526,Low
44,163450,78728,1808876,2,High,11.790243760665296,7.208459963654656,57,Aggressive,58375178.37454928,Medium
32,24230,10620,502223,1,High,9.385883986733678,6.3242502949041945,46,Aggressive,7517931.760401422,Medium
48,133491,82005,1204550,4,Medium,13.903268601907222,6.196841792897658,61,Normal,53754200.336028956,Medium
50,107199,57770,1370959,2,High,10.684725986724665,7.603572311002632,55,Aggressive,25000982.17237731,Medium
21,83197,55813,3377254,0,Medium,13.280069061152332,7.3508806783588865,45,Luxury,91873719.81102987,Low
55,280909,46717,1750175,0,Low,13.058010603052114,4.301177869324075,64,Luxury,20473831.145742435,Medium
30,46681,33956,148500,3,Medium,8.493299344925312,5.456702070025465,61,Normal,52885611.80920219,High
49,22424,10541,3677545,5,Medium,10.021885018096837,4.590478573946523,68,Luxury,7419146.073342205,Low
32,86573,50048,3377645,0,Medium,9.346188067663535,5.989583362618098,55,Luxury,57221763.2609969,Low
40,82000,10930,79366,1,Low,7.14375092423293,6.025791787807515,65,Luxury,14158900.39959298,High
50,196237,130574,1565438,0,High,11.122266156809541,7.814722766733549,56,Normal,61524258.21030208,Medium
51,172517,11079,453864,1,Low,13.52608796528765,7.214176242161971,69,Luxury,11645594.216945974,High
33,136713,106211,363703,4,High,11.20339844897719,5.824740318045028,46,Normal,66515751.36369326,High
35,167246,79969,4367951,4,High,12.755438798109576,6.700128573607639,65,Luxury,167877001.08259672,Low
40,146432,40664,4323748,3,Low,11.139533526863767,6.478702176612785,51,Luxury,24334453.153397657,Low
32,83225,41706,4734484,1,Low,11.096286909857076,7.792263539953567,65,Aggressive,148836799.75470543,Low
37,253691,171735,2506412,0,Medium,11.283481653504692,5.368486038245809,45,Aggressive,78282734.83208503,Medium
26,52352,34057,2327258,0,High,12.135931105055043,7.295206598872904,49,Aggressive,51603007.29292444,Low
34,253688,60477,2514763,3,Medium,13.978611948181939,7.512929958984341,47,Normal,46526519.06914308,Medium
41,141431,13182,2059211,0,Medium,10.180802427533308,6.074923370421386,57,Normal,10160291.994510595,Medium
34,49658,30525,2249895,4,High,13.11758449250108,5.279764261209651,54,Normal,25625656.69351366,Low
55,55930,33054,588220,0,High,13.495157534121613,7.968012404889596,70,Aggressive,31316403.095572483,Medium
53,275993,25839,3674882,0,Low,12.253222425848506,6.6206608085756695,69,Normal,21620158.535849545,Medium
53,274905,73629,2086094,0,High,12.62956664441785,6.320707797361676,70,Luxury,62614333.48272885,Medium
39,112136,63347,3336194,3,High,12.607463189189517,5.516995855604532,66,Normal,81012604.39202118,Low
36,37197,25720,3403341,3,High,13.3322152849913,6.766193293562223,54,Luxury,25072628.753994733,Low
34,46184,10661,1731680,0,High,12.409071578354713,7.488734930408807,62,Normal,24159160.657438397,Low
27,254244,34882,2632018,3,Low,8.617134535487837,4.369773432261281,46,Aggressive,23585370.648938015,Medium
38,290915,42932,4714551,0,High,10.904366208231465,7.533790675188235,67,Aggressive,105853709.48938724,Medium
37,186250,122210,2828631,4,Low,8.660463533735328,4.199152460334323,50,Normal,62583871.17113635,Medium
51,239158,118520,4504017,4,Medium,8.037488221118075,6.584541891879949,60,Normal,63119115.40107213,Medium
44,38656,24561,3493859,5,High,7.576343629716065,5.610766440724778,69,Luxury,28845107.375157177,Low
53,195306,106120,2134216,2,Low,10.056716962165039,7.15797816996159,68,Aggressive,89802030.9726959,Medium
32,274178,116466,2943532,2,High,8.23653288610816,5.855429687440776,56,Normal,136910185.77633965,Medium
36,230375,91284,3959937,2,High,6.308251727694404,6.076889302836893,63,Luxury,134671859.89958125,Medium
50,251651,92490,2221279,2,High,7.984794782467526,4.055149265367776,56,Normal,35220660.281921305,Medium
48,132184,28229,2822506,1,High,11.704190986623557,5.161169809835707,67,Aggressive,22032790.792151436,Medium
31,253536,168503,2923102,0,High,13.892809671879974,7.2276889225966,69,Normal,716791473.1728108,Medium
52,68253,47200,683219,5,Medium,10.504150406834121,7.326996299498907,62,Luxury,28717921.57029501,Medium
46,172410,81854,1565707,4,Low,10.477445655384704,4.561851087041855,51,Normal,30692161.67531644,Medium
51,21635,13748,3847226,3,High,12.536015757661776,6.963896263023564,68,Luxury,12953687.582574075,Low
44,141742,81983,4338595,5,High,10.672829457720042,5.338315289156585,62,Aggressive,62719081.52446826,Low
55,160493,44999,4480999,2,Low,13.620750568373975,5.818170656043586,62,Normal,20056071.20423706,Low
56,58299,21246,4875885,3,High,6.683547248285264,7.7499744501078345,61,Aggressive,9257299.425429493,Low
38,230817,176126,4958692,5,Low,12.258733406440763,7.149386552323675,48,Aggressive,105400244.04413262,Medium
29,136993,106615,134500,3,Medium,7.838799451430227,5.052130252644105,46,Normal,73930261.96592733,High
31,139847,72872,4139499,1,Low,11.21552097879602,7.649617969628466,70,Luxury,387408520.19111073,Low
28,27271,10139,777912,1,Medium,6.7774832974005665,4.264346395407736,50,Luxury,7622624.562915841,Low
60,171582,99717,624909,1,High,13.349684960398033,6.823860770065178,65,Luxury,41613266.588897415,High
26,81469,51254,4492693,5,High,10.405318739083906,6.242044019393511,70,Normal,220745263.75752923,Low
24,136675,12642,1531693,5,Medium,12.253712239274627,5.196142000524908,54,Normal,17335302.323549327,Medium
55,35966,21933,2039292,5,High,10.522623723206237,7.524273161803464,62,Luxury,10933643.31466039,Low
34,105607,79284,1845763,0,Low,9.879655276080829,7.479882348561553,62,Aggressive,179253611.29166287,Medium
31,62334,19696,2236930,4,Low,10.063023942327089,4.938147510649918,49,Normal,14070203.184631674,Low
45,209883,127828,2533777,4,Low,13.54332632357825,4.567275179070472,62,Luxury,81936177.75763983,Medium
33,117551,24159,1272002,2,High,7.516893898776444,4.763587419137679,65,Luxury,32131557.556112524,Medium
24,287662,31088,2026364,2,Low,9.92664991692476,4.1734352356743045,53,Luxury,30525769.782825965,Medium
33,288091,85544,4227931,3,High,7.572775302043489,6.981323855724825,66,Normal,237943446.02235925,Medium
41,201980,160004,2735561,1,Low,7.043257666315242,5.787430286794946,70,Luxury,245380505.89299786,Medium
32,251441,86687,2844372,0,Low,8.08949169348241,7.434778634856011,48,Luxury,81920674.85356855,Medium
51,230525,152101,253621,4,Medium,7.34200511253216,4.910160723359882,60,Normal,70244333.3872149,High
58,85980,44616,125016,2,Low,7.4144065222005775,5.701366675731803,64,Luxury,18667901.546468746,High
24,157182,99080,4169858,5,High,6.675463144358536,4.783485592233227,56,Aggressive,132580046.09038065,Low
50,195888,99055,1207749,5,Low,10.463385974800222,7.592495321946188,56,Normal,46098791.11110299,Medium
44,290742,187294,2816994,1,Medium,9.98259052857142,7.253393271425191,68,Aggressive,301654709.0011183,Medium
60,214687,104227,1784321,2,High,6.627264137835614,4.402031550893011,68,Aggressive,44133979.5490511,Medium
46,133892,48199,1086104,4,Medium,11.854769131560921,6.0557500446803605,56,Luxury,26031637.01149394,Medium
39,234138,170087,724960,4,Low,7.337356140675549,5.716415791590629,47,Luxury,79603436.90980798,High
25,248162,179288,4557532,2,High,10.037623035906108,5.359613351019387,53,Aggressive,232032696.13154873,Medium
38,275027,30814,4410169,0,Medium,10.470727340250946,7.213452832341035,56,Aggressive,32385933.74592811,Medium
45,66481,47350,3108860,1,High,13.288209220739445,5.843380480480748,70,Normal,58753506.504004665,Low
30,219756,135782,3654148,0,High,8.544580393110083,4.935641528000032,47,Aggressive,92396352.91478103,Medium
33,204309,98292,1883716,3,Medium,9.862939910718937,7.82512578509513,69,Normal,444179459.1454933,Medium
56,29554,17651,2639708,5,Low,13.535828308064051,7.138669000662601,69,Aggressive,12977522.114954408,Low
50,269734,52193,2764367,3,Low,11.694162759005557,6.092222371950264,67,Normal,42791135.65259992,Medium
36,59667,12559,3428221,5,High,11.117198544145369,5.592657560763914,60,Aggressive,13908670.022567853,Low
41,151176,63675,1294772,1,Low,10.260398883982148,7.349800324318518,58,Normal,63783934.44873831,Medium
25,248959,123533,4548807,0,High,7.927954293940229,5.136965177105569,60,Luxury,213965882.86354923,Medium
33,107836,83253,4801942,1,High,6.8260755123493295,7.361592913219733,53,Aggressive,103395128.19157372,Low
60,55306,19083,25250,4,Low,12.85868441349469,7.987346771694715,66,Normal,9078312.529246364,High
41,74354,48647,3245361,1,Low,11.197561654470718,7.660958170202306,65,Aggressive,85817348.85207239,Low
54,134047,73617,4220002,4,High,8.071961200200693,4.932824566840186,59,Luxury,28096756.426268276,Low
30,204430,103944,3782033,2,Medium,12.05387221348982,7.699885226595628,58,Luxury,248855597.4109871,Medium
29,66354,43370,2826820,4,Medium,6.80427472978916,5.801382413348487,48,Luxury,37987978.20594118,Low
46,92239,14170,785031,3,Medium,9.330042311715946,7.998820240147254,58,Normal,10703338.02602708,Medium
22,100949,31302,3819308,5,Low,9.477373623256902,5.6438516670128696,57,Luxury,64156590.8434642,Low
34,74131,50763,668987,5,Medium,13.6290399033981,4.4357927247409155,54,Luxury,36279048.42695955,Medium
38,200463,122938,3847547,5,High,11.309394447747117,7.4621185249400845,61,Luxury,193055222.1605657,Medium
25,291670,107730,618942,3,Medium,9.327647306251126,7.128408292606737,56,Aggressive,273213486.8680952,High
51,245033,12102,2410536,3,Medium,13.467414117423068,5.1285281660354,60,Normal,5694605.733389672,Medium
40,210790,27742,3425024,0,Medium,11.836326352945884,5.377761341321617,52,Normal,15604384.378939597,Medium
43,289261,177284,2990876,5,High,9.70843992926315,4.201421258437616,64,Luxury,126222649.13854024,Medium
37,97081,48450,3617782,5,Low,9.838559503196926,7.186973523960347,45,Aggressive,25325096.258441523,Low
22,76915,20067,448851,4,High,6.79808768249888,6.748096809286681,45,Luxury,27032545.593548,High
37,38197,16457,2541979,3,Low,11.33620662770399,6.184779172154327,65,Normal,26498142.636418425,Low
58,165938,111602,1873224,5,Low,13.20308282548741,5.028710599788056,70,Aggressive,60323931.53414809,Medium
22,80427,34065,3546099,4,Low,7.157094629465554,4.130651980020412,53,Luxury,35839823.59333262,Low
33,198200,65231,2674917,4,High,12.34335630742462,6.127964511221872,61,Luxury,103469098.08602875,Medium
34,32240,11685,171566,0,Low,8.416160529238734,7.557501715802658,61,Luxury,25063922.373506095,High
31,283659,117377,1914444,2,Medium,12.815477006536696,5.210128783221644,47,Aggressive,79364282.67685725,Medium
44,41977,21657,2004251,2,Medium,12.96589751730642,5.204939285846239,69,Normal,23100575.68144476,Low
51,80132,53177,4533287,4,Medium,13.131940814732976,5.06427333158695,64,Luxury,30322212.141960353,Low
37,133167,75380,4685168,2,High,11.229157592037298,4.7622013104926975,64,Luxury,79414902.07490648,Low
38,154976,39386,4084613,1,High,8.341673735981612,5.386198632463381,52,Luxury,24628359.442050394,Low
31,202195,82963,38322,0,Medium,12.571923992499332,5.9378976498127845,50,Normal,74470000.01059295,High
54,265627,133865,3139604,2,High,6.080375284845736,5.33168198874765,62,Luxury,60849981.596508496,Medium
50,53687,35809,3584217,2,High,9.219912692028727,4.905704244103627,65,Luxury,22034337.719784796,Low
26,117303,58179,3848882,2,Medium,11.663170112653003,7.532415692384976,52,Normal,115321946.78847647,Low
29,231031,62294,1859616,1,Medium,13.923133631521152,7.408342898484495,48,Normal,72659061.37953849,Medium
57,24456,15924,4504725,2,High,10.449989957294683,4.349843259478043,66,Luxury,7008089.397390389,Low
43,195388,53171,3112957,2,Medium,10.366073115333077,7.696452568021645,57,Aggressive,45041791.745129496,Medium
60,204745,131887,1081281,4,Low,12.750834193737429,4.9144582965364645,65,Luxury,50292121.6322823,High
30,88197,69015,2402956,4,Medium,6.0287873499168185,5.734137129052918,63,Luxury,130366854.62411444,Low
58,38533,27116,2713235,3,Low,6.0971838804176866,5.25447573444006,65,Aggressive,11642088.24243834,Low
30,61628,24242,4770789,3,Low,8.90871489680583,5.9600265079455035,45,Luxury,17330878.424011786,Low
48,260924,105196,2172301,1,High,6.782507897410159,5.2425667385812815,59,Luxury,55363842.84193093,Medium
42,281858,82416,2723500,0,Medium,9.419302235671257,5.810724545288666,63,Aggressive,80957341.94052745,Medium
52,181232,44731,2331982,4,Low,11.32701595917957,7.178459322357098,63,Luxury,28768185.47496439,Medium
48,208523,88704,1397012,0,Low,8.14796804967858,7.463706633642964,70,Aggressive,129665492.65549716,Medium
46,141047,37487,4892982,3,Medium,7.363064509869144,5.668456078207493,51,Aggressive,14815924.317635601,Low
30,237248,161892,3840728,4,Low,6.105963409273749,4.094150895697089,50,Aggressive,108361044.43969046,Medium
28,117922,34019,1210600,1,High,13.06276608809221,7.518908258182189,61,Aggressive,111645883.17222874,Medium
45,173391,86391,4874603,3,Medium,13.56937000702572,4.03698000330972,64,Luxury,54973926.57735739,Low
41,287503,102273,724721,0,Low,6.889459123115591,4.475296342340188,56,Aggressive,59167936.7765049,High
40,252979,18506,1338974,1,High,6.810012404984917,4.364189262325878,68,Luxury,18360136.95130918,High
27,95821,39472,3726845,1,Medium,13.810583423845948,5.41359377305166,64,Luxury,83288552.08563617,Low
50,174110,74005,2662748,2,Low,10.64318470687919,6.446824263278028,69,Luxury,72761860.07922766,Medium
28,92225,31534,2191655,2,Medium,6.236171681910418,7.860579690904244,66,Luxury,167758610.34991032,Medium
42,57111,39041,1873411,1,Medium,8.349917838025922,6.346764770095405,64,Aggressive,45349907.321511276,Low
30,128291,27947,4607289,3,Low,11.023141632340614,5.020653084007893,57,Aggressive,31468333.62201933,Low
44,205885,69719,1422504,2,Medium,8.958110255603486,6.403189571205322,66,Luxury,81935975.95711502,Medium
42,158964,104381,483825,0,Low,12.909237836395175,4.1036087243718145,54,Normal,50737857.17923559,High
33,265671,52703,4367382,4,High,10.393815799770257,5.742467271426966,63,Luxury,84418917.15189126,Medium
40,190925,149104,3786268,1,High,7.594272500908276,6.934891400329515,58,Luxury,149541019.77970093,Medium
28,58678,17906,168302,2,Low,12.262951229016842,7.763665019878449,61,Luxury,63344292.746259294,High
44,146267,106182,892471,2,Low,11.350326606970938,7.742785607785288,65,Normal,152519140.73534143,Medium
36,174408,52099,3843110,1,High,11.42613368975551,5.459358393027253,57,Aggressive,47724156.66436486,Medium
59,177062,75662,3316424,3,High,13.999912626688502,6.509183884720805,65,Luxury,33137627.631927207,Medium
28,67606,34372,4354971,5,Low,10.465565700618043,5.6812269667607165,61,Normal,63863836.30861801,Low
50,271581,105764,4322769,1,Medium,13.87577954388626,5.717827694189571,63,Normal,65371149.24313706,Medium
31,142367,109670,3527507,4,Medium,10.723144470390881,6.019855672053311,53,Aggressive,119049531.0464698,Low
32,250828,130851,3610757,5,Medium,12.002863000308597,7.496676741694616,63,Luxury,369100375.0521283,Medium
48,174056,116276,4813453,3,High,8.64998778746641,4.316501042774728,62,Aggressive,63030898.919201426,Low
57,250119,136597,4345180,3,Low,8.437865525736107,6.706831950413965,62,Luxury,56692230.86791776,Medium
50,45902,35920,2612308,0,Medium,10.657858470172375,7.523018838900974,70,Normal,45971276.93175689,Low
29,183110,34276,4810974,2,Medium,9.115761545052361,7.668349553192556,61,Normal,109377797.71933064,Low
24,130593,103504,4894371,4,Low,7.074897699149865,4.991031629717325,47,Aggressive,95187311.16325916,Low
28,221925,24173,3028872,3,Medium,10.25316106752809,4.449429197759402,70,Luxury,45134307.8857472,Medium
51,222177,58913,4057193,5,Medium,7.629683542579204,5.739469370289418,58,Luxury,26121149.214960802,Medium
43,81706,14505,787438,0,Medium,7.090223300148884,7.530273248286459,51,Aggressive,7778305.260489541,Medium
52,289051,37658,2089988,2,Low,11.226325805774298,7.961982491602852,69,Aggressive,41551142.549852185,Medium
32,285536,100877,3315588,5,Low,7.714907281361992,6.656350596847509,47,Aggressive,79563559.92738277,Medium
53,136210,49599,3670682,1,Low,13.270234644269625,5.118122351597434,59,Normal,20075193.68249019,Low
33,84258,34980,2363958,4,High,6.189629596552666,4.850128124831212,58,Normal,34289819.37177582,Low
55,228126,103584,824998,5,Medium,12.225954920228363,5.238228379863231,66,Aggressive,54490744.89676608,High
57,138944,76592,2035250,1,Medium,6.607224184517234,4.165866157408177,63,Aggressive,29353320.836911265,Medium
53,180389,41587,2678178,1,Medium,11.478814577213019,6.690854664340446,63,Luxury,23842444.941113207,Medium
56,269128,52673,3234023,2,High,6.6041183926729,5.451399924076677,69,Luxury,31505752.28195024,Medium
46,200535,95633,2454642,3,Low,10.035954641206072,7.893643117901125,54,Luxury,52686081.063284166,Medium
45,283258,125487,4328367,2,Low,9.958906052490411,6.32333659903777,59,Luxury,88821959.46491568,Medium
23,111197,73049,4782583,1,Low,12.606537640778534,7.554772771637355,54,Normal,209534639.58659935,Low
56,187748,115769,2562267,1,Medium,6.364610970711036,5.538052465821561,66,Luxury,59539378.06092348,Medium
57,174555,75337,3617689,4,High,12.960297693130308,5.074123371413809,69,Normal,40933500.11330421,Medium
32,275297,176198,2617169,3,Low,6.029000300700588,6.92465183613529,69,Normal,629509787.3878505,Medium
35,147331,51725,1195380,1,High,13.866895416757878,4.430132940030136,46,Normal,24998036.252955332,Medium
22,215501,139202,3489132,1,Medium,8.830136732436374,6.726625182451136,59,Luxury,464364990.4274638,Medium
44,149539,23492,328261,3,High,13.372947418004376,6.2691729249464565,69,Aggressive,32227288.03671472,High
51,96038,20102,374937,4,Medium,13.406517159195573,5.550377676579913,70,Aggressive,16830482.407447957,High
47,211232,155755,818797,5,High,8.493364086276067,5.084230793341938,58,Luxury,80626219.63774633,High
31,32381,19579,3955323,4,High,6.544706365482123,7.86018280885634,53,Aggressive,31035382.741190065,Low
35,276883,98935,3231222,1,Medium,12.291174663319019,7.158261601742271,49,Luxury,78132270.79837123,Medium
26,136950,35570,3393748,4,High,12.383259220226845,5.475591760159551,53,Aggressive,45009928.89016158,Low
36,100685,46951,963089,3,Medium,6.791090673274481,4.941472668171775,45,Aggressive,21741549.445086177,Medium
44,124928,68731,232155,2,High,11.24941061040592,6.831970277112119,49,Normal,28693274.144106507,High
40,131395,103483,3595349,0,Medium,9.392118125563659,5.983566748094734,50,Luxury,55510555.83830397,Low
40,106274,76277,3683150,0,Low,9.396977043908578,7.588164340582376,52,Aggressive,55041318.74537124,Low
28,235024,61929,1697812,5,Low,12.111005263625199,4.391618420815588,55,Normal,59290805.408930734,Medium
44,299799,136456,3787523,1,Medium,12.845241045872918,4.755418168569619,58,Aggressive,78448531.59753688,Medium
56,210862,158732,2197101,3,Low,6.678423878055872,7.181181826938003,63,Aggressive,77377649.53921764,Medium
49,154281,79425,229131,2,Low,9.747595564562724,6.03770683866024,67,Normal,68448568.02792831,High
31,296653,140905,2003174,0,High,7.179340311540915,7.124178682411278,64,Aggressive,409576783.75750786,Medium
54,144192,51918,2696432,4,High,10.884603140492342,6.015145546906858,66,Aggressive,31394543.74553851,Medium
41,193941,151334,3848205,0,Low,10.338181735964346,4.126109591177389,47,Aggressive,57864955.07963504,Medium
22,110563,41185,4880307,1,Medium,13.525710756425013,7.660148052360498,60,Luxury,204149954.83694944,Low
29,97848,55955,728917,2,High,8.474744689290228,6.694562182324799,54,Aggressive,84823716.30485494,Medium
24,88063,32434,2787899,3,Low,6.018986141374595,5.932270791126558,65,Aggressive,103343063.18804838,Low
23,85735,22465,2652186,3,Low,6.875292286395063,6.108937281373604,47,Luxury,27968864.58690677,Low
35,148915,82063,2956337,0,High,11.155261815887462,6.480620236418007,64,Normal,152095105.21675846,Medium
32,39462,25405,164291,2,Medium,9.041107106877227,6.170332148250336,54,Normal,28451837.955263175,High
29,95093,17446,3163028,3,Medium,12.976864796255441,7.863118757945697,59,Normal,50699808.97774729,Low
46,97536,29805,4829422,4,High,6.6796378145205235,6.637848365741307,55,Aggressive,15944567.53688909,Low
21,138007,20922,181515,4,Low,10.287184818946297,5.550527933874102,66,Aggressive,71358037.33685994,High
55,215121,54891,1119720,4,High,13.373163904258302,7.876834961912542,68,Normal,44125429.5402395,High
44,41684,18547,2995937,0,High,8.293709618160975,4.93535311817253,57,Aggressive,10408273.473461293,Low
39,25944,15940,130928,5,High,9.35847023231301,7.964807420695253,58,Aggressive,20510282.68064142,High
22,149046,82816,1703781,2,Medium,9.589482190149628,6.550101675870961,48,Normal,129311183.17806686,Medium
37,79462,51753,1561376,0,Low,8.689933121770652,7.243996825714602,57,Aggressive,62880589.882665575,Medium
38,26919,19425,984721,1,Low,12.01007890263836,6.632589960186586,60,Luxury,23936538.842426956,Low
48,159652,71647,4967430,2,High,8.346033246850006,7.6266427930367,69,Normal,100608558.97908455,Low
60,161576,96287,3568932,1,High,9.668818126229842,6.04063200594776,69,Aggressive,48971079.517291315,Medium
37,49576,28305,2876371,0,Medium,12.955689432659675,4.5094803113578,53,Aggressive,17197900.199091926,Low
26,37703,28686,2323347,1,Medium,7.378665811081597,6.407039564852105,64,Normal,91130750.74261709,Low
60,249008,76685,216258,3,Low,7.357168874907459,6.44299711513148,65,Aggressive,31435266.680423822,High
24,77497,27683,2013343,5,High,10.784842645763902,4.4894650017423805,56,Luxury,33857476.43667958,Low
50,213585,157498,3808647,5,Low,12.901100843279497,4.574122919302015,68,Luxury,105689648.07023215,Medium
28,167570,75992,249443,4,Low,8.37463804309704,7.519240401577569,46,Aggressive,84069894.98928285,High
33,279441,19648,3948593,4,Medium,13.484567071255022,5.201403870587724,54,Normal,17095895.1796921,Medium
33,249705,170263,4812327,5,High,12.402972952054238,7.7977842654428065,64,Normal,523776967.2986783,Medium
25,253963,158655,3363613,5,High,6.907058412768084,4.833536119590452,47,Luxury,134456001.32569718,Medium
30,53435,11650,1263122,5,Medium,7.9637218605915425,7.141180171631159,64,Normal,36472510.62241728,Medium
29,42229,25679,2483902,3,Low,7.624835894543159,5.66546853189975,52,Normal,27362783.420707144,Low
58,33746,22029,473888,3,Medium,9.942011860775622,7.140875657361285,67,Normal,12294553.505411359,Medium
55,45513,10659,808381,4,High,8.045976052612588,5.224872133729464,64,Luxury,5057121.373314183,Medium
53,219898,89651,2840142,2,High,6.247942591368398,4.023104704779312,64,Luxury,41505373.063942134,Medium
26,258231,195796,2557762,1,High,8.827072815313304,5.470762108634492,51,Luxury,222447317.7119179,Medium
28,42200,25931,899824,2,Low,6.817081248518768,5.316668785384963,45,Normal,18766853.03835294,Medium
25,82995,41082,4897175,4,Medium,12.67695523541829,6.860674231654203,54,Aggressive,84429112.35623719,Low
33,248100,117298,2387722,0,Low,7.416089570651162,5.5023549242183485,55,Luxury,114335012.16744561,Medium
52,145519,86892,1285965,0,High,7.036854134319878,4.268932875121795,63,Normal,41286233.60018276,Medium
25,259344,156837,3628590,0,Medium,11.427358957676946,5.167117811284859,67,Normal,390416892.8678068,Medium
27,240909,149180,616278,5,Low,8.856129228990914,6.757335857635949,45,Luxury,145208135.94123456,High
43,159664,92102,1014721,4,High,13.641541123969777,4.197706683895273,57,Normal,49136539.058696635,Medium
30,80367,54125,3370833,3,Medium,13.048930390200518,4.033839420751207,69,Luxury,75915350.75659801,Low
42,219775,86845,400904,4,Low,13.570534322172179,5.07699907657892,50,Aggressive,38719288.07853192,High
27,282868,88955,4123791,1,Low,9.528059804042309,6.420831880806977,59,Luxury,195498937.19040528,Medium
45,164463,112208,988686,3,Medium,8.667053348302048,6.120979261266929,54,Normal,57458768.86787933,Medium
53,181960,117970,1380571,5,High,9.096759546500378,5.2826041105290855,61,Luxury,53425153.88163614,Medium
26,101691,51763,2525816,2,Medium,9.333478586496188,5.633620103287944,45,Aggressive,43992819.75826071,Low
37,192742,107041,828151,2,High,6.394731840989218,6.698500888389771,50,Normal,74598404.98133951,High
27,136547,85413,510265,4,Low,11.882621410922319,6.504788094627161,48,Normal,96249175.04876286,High
40,172020,117688,1433008,5,High,9.551031876716987,6.294843145173841,57,Normal,99669151.02258058,Medium
51,276271,143872,1528525,5,Low,6.19564397417916,4.4812234422051045,69,Luxury,95013655.02228867,High
50,140287,48674,144466,3,Medium,7.1772194682045996,5.225558707734892,67,Normal,34711979.344401516,High
26,255068,12067,4472979,1,High,9.352955325933383,6.027410528838857,49,Aggressive,13910352.336443601,Medium
28,83668,48469,962726,4,Medium,7.509235063759933,6.557205169014687,51,Normal,62659972.45385728,Medium
35,25371,13953,3980708,2,Medium,12.01699597498512,5.153400665668718,67,Normal,20899464.77698,Low
27,253968,66396,3490238,2,High,9.611070184263863,5.794164321879229,69,Normal,212155888.80355638,Medium
59,94592,55259,816311,3,High,8.055295109878497,6.726218890522331,65,Aggressive,24499150.007929225,Medium
33,117522,78423,2618156,3,Medium,6.805996091556857,5.4094626160244665,60,Luxury,97569456.77505673,Medium
46,158630,27023,961759,5,Low,9.349806031821274,7.737610332868888,57,Normal,18403292.939968392,Medium
44,159989,49970,2346381,1,Low,11.387765132134264,4.833683511512021,57,Luxury,27691188.68498817,Medium
32,40908,20742,888411,4,Medium,10.536233280671624,7.920827581462874,68,Normal,96774625.10505383,Medium
29,223759,74176,4390839,1,Medium,7.419078920972718,7.870883347353272,54,Aggressive,147907618.19977647,Medium
57,235774,155664,980654,5,Low,13.33199781707523,4.368221253872759,69,Luxury,78006146.2720721,High
38,130076,41756,3960063,1,High,11.578140380432782,6.513156419630906,56,Normal,39003064.384673774,Low
32,167604,118116,1392824,5,Medium,7.901900120718045,5.232862837453396,62,Normal,163670929.68011573,Medium
21,214853,86280,4256347,5,Medium,12.572964328019872,6.423289074409995,47,Aggressive,130612574.8728636,Medium
40,84418,17362,2584086,4,Medium,8.983947783466938,7.604175341568748,68,Normal,40544921.54494561,Low
31,20655,10648,2837926,3,Medium,11.282031092216625,5.005735690399312,45,Normal,6329532.083539133,Low
28,295598,208967,2992966,0,Low,9.154576339925732,5.960590057558893,61,Luxury,423606981.16661596,Medium
50,51749,31963,2013318,5,Medium,9.275360701527646,6.923696654199581,70,Aggressive,36580369.84886101,Low
38,59426,26179,1632370,2,Low,7.856402424186465,6.455321476758002,54,Aggressive,21367431.49811078,Low
38,268128,107109,1195087,5,High,9.38523841268297,6.858833113336033,59,Luxury,129409510.74299264,High
21,291098,155146,3436691,0,High,11.512419350469727,5.253051429204993,58,Normal,309417997.0073168,Medium
43,23884,13450,4695061,1,High,10.873377887424803,7.723990273059353,67,Normal,24062564.304239236,Low
48,265980,103381,4076902,2,Low,9.89932785532999,6.6236498082853625,55,Luxury,48588869.677418366,Medium
35,150671,90928,3235616,2,High,12.550450149644863,4.884559016071402,45,Normal,43947528.76615324,Medium
55,234510,100065,3772343,3,Low,9.669330916275694,4.260535745332053,61,Luxury,38558769.650988854,Medium
